album_id	name	billboard	artists	popularity	total_tracks	album_type	image_url
5n1GSzC1Reao29ScnpLYqp	Dying To Live	Dying To Live	{'46SHBwWsqBkxI7EeeBEQG7': 'Kodak Black'}	83	16	album	https://i.scdn.co/image/db2133234d458f432ca207e163a801524a15f993
6UYZEYjpN1DYRW0kqFy9ZE	Championships	Championships	{'20sxb77xiYeusSH8cVdatc': 'Meek Mill'}	85	19	album	https://i.scdn.co/image/77eb7c17cafe5503c5866117e0a3e5fc94620101
7uVimUILdzSZG4KKKWToq0	Christmas (Deluxe Special Edition)	Christmas	{'1GxkXlMwML1oSg5eLPiAz3': 'Michael Bublé'}	60	20	album	https://i.scdn.co/image/2d6ee8d4fb5a45abf35cd3c05550f251f50538a6
35s58BRTGAEWztPo9WqCIs	Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)	Spider-Man: Into The Spider-Verse	{'0LyfQWJT6nXafLPZqxe9Of': 'Various Artists'}	92	13	compilation	https://i.scdn.co/image/3aa37254a41cf96e81572524ec523cb870f2bb89
41GuZcammIkupMPKH2OJ6I	ASTROWORLD	ASTROWORLD	{'0Y5tJX1MQlPlqiwlOH1tJY': 'Travis Scott'}	91	17	album	https://i.scdn.co/image/cdca7dc20c778ada42fb18506ea1f26857f01d17
6thZNGX8hUVSjUrqJgPB9b	Christmas Is Here!	Christmas Is Here!	{'26AHtbjWKiwYzsoGoUZq53': 'Pentatonix'}	51	12	album	https://i.scdn.co/image/d95f2279ad49512299646dadf9e3e11c09c94c5e
6i6folBtxKV28WX3msQ4FE	Bohemian Rhapsody (The Original Soundtrack)	Bohemian Rhapsody (Soundtrack)	{'1dfeR4HaWDbWqFHLkxsg1d': 'Queen'}	84	22	album	https://i.scdn.co/image/c2c46becdf1164171dfde486f2694397c5352f95
1ATL5GLyefJaxhQzSPVrLX	Scorpion	Scorpion	{'3TVXtAsR1Inumwj472S9r4': 'Drake'}	92	25	album	https://i.scdn.co/image/542d705154be4049fc927050d006987e63739bbd
7ayBZIe1FHkNv0T5xFCX6F	The Greatest Showman (Original Motion Picture Soundtrack)	The Greatest Showman	{'0LyfQWJT6nXafLPZqxe9Of': 'Various Artists'}	86	11	compilation	https://i.scdn.co/image/32dbd227fc8cc94fb7ec9ab5bddc8e9ca72db125
42eusslaYHJvhxttuMbwj9	Springsteen on Broadway	Springsteen On Broadway	{'3eqjTLE0HfPfh78zjh6TqT': 'Bruce Springsteen'}	59	35	album	https://i.scdn.co/image/77eb7c17cafe5503a635669a75c4d38e58b07668
6trNtQUgC8cgbWcqoMYkOR	beerbongs & bentleys	beerbongs & bentleys	{'246dkjvS1zLTtiykXe5h60': 'Post Malone'}	95	18	album	https://i.scdn.co/image/77eb7c17cafe5503142eccafbd4305f6d4325832
3oXvzShPN8iY2P1UYl3WVJ	A Pentatonix Christmas	A Pentatonix Christmas	{'26AHtbjWKiwYzsoGoUZq53': 'Pentatonix'}	61	11	album	https://i.scdn.co/image/974438f01ded7d031d3cc72b42eb7ef66d91ab7f
61ulfFSmmxMhc2wCdmdMkN	Merry Christmas	Merry Christmas	{'4iHNK0tOyZPYnBU7nGAgpQ': 'Mariah Carey'}	61	10	album	https://i.scdn.co/image/e06f3ddadf59ee24504fc02bfe205945807a2437
6vBGI5522jvPi0ZZuGQNp4	The Christmas Song (Expanded Edition)	The Christmas Song	{'7v4imS0moSyGdXyLgVTIV7': 'Nat King Cole'}	51	19	album	https://i.scdn.co/image/b2a8529496ffd10f5cf1b3b0dd5da954f21bf9d3
1qsQOC4Jn0fnaUZLAbs4dz	SKINS	Skins	{'15UsOTVnJzReFVN1VCnxy4': 'XXXTENTACION'}	79	10	album	https://i.scdn.co/image/cc8658d17dd767d98455296c216b8e305836e9a9
68xKnVblFsSQ48CtgZT0oY	love (Deluxe Edition)	Love	{'1GxkXlMwML1oSg5eLPiAz3': 'Michael Bublé'}	73	13	album	https://i.scdn.co/image/faae06ad0d0d0219c7b946d791479bda378bc1b2
4f8pX9Vjs9uU5aKjqDNcDO	DUMMY BOY	DUMMY BOY	{'7gZfnEnfiaHzxARJ2LeXrf': '6ix9ine'}	85	13	album	https://i.scdn.co/image/1a5ead98d8ddc5a350ee5bf600decddc5bdcc0bc
4iF44RCCybJtkBkMoqrLW2	Street Gossip	Street Gossip	{'5f7VJjfbwm532GiveGC0ZK': 'Lil Baby'}	78	13	album	https://i.scdn.co/image/a98a3fd6253087973c040f3c47473d4c1e17d898
2kzkwgOFAtRsDsas5Hi0Qu	A Christmas Gift For You From Phil Spector	A Christmas Gift For You From Phil Spector	{'0LyfQWJT6nXafLPZqxe9Of': 'Various Artists'}	48	13	compilation	https://i.scdn.co/image/df9902b4e29a085db5b3fb511c1e2c78ffe60831
6tkjU4Umpo79wwkgPMV3nZ	Goodbye & Good Riddance	Goodbye & Good Riddance	{'4MCBfE4596Uoi2O4DtmEMz': 'Juice WRLD'}	90	17	album	https://i.scdn.co/image/0653b51eb20f46816c1f525da6e0696a6e7262ad
3tx8gQqWbGwqIGZHqDNrGe	Sweetener	Sweetener	{'66CXWjxzNUsdJxJ2JdwvnR': 'Ariana Grande'}	89	15	album	https://i.scdn.co/image/381891c42f301e0abaa1b1dcfbf0390334e698eb
7gmak9ZGm10y4PtZa9SBQn	Ultimate Sinatra	Ultimate Christmas	{'1Mxqyy3pSjf8kZZL4QVxS0': 'Frank Sinatra'}	71	26	album	https://i.scdn.co/image/d16c80c46e1dd33ddec71e76fa63a9bc78dafe08
6pmoTLfsPpn0wisT3YFJSN	Look Up Child	Look Up Child	{'40LHVA5BTQp9RxHOQ9JPYj': 'Lauren Daigle'}	80	13	album	https://i.scdn.co/image/8da5c5be0a7267dc078fe0e08e75f070077cd840
4KdtEKjY3Gi0mKiSdy96ML	Invasion of Privacy	Invasion Of Privacy	{'4kYSro6naA4h99UJvo89HB': 'Cardi B'}	87	13	album	https://i.scdn.co/image/10c890602bb0c5e2076e29d10c1d3c4addaa152f
5xqQtdlJUY7Fg4BMp13LrX	Evil Genius	Evil Genius	{'13y7CgLHjMVRMDqxdx0Xdo': 'Gucci Mane'}	73	18	album	https://i.scdn.co/image/77eb7c17cafe550306e6b93baeecab39436608b0
1lhNch5NkOONvFhRPh8qaj	This One's for You	This One's For You	{'718COspgdWOnwOFpJHRZHS': 'Luke Combs'}	81	12	album	https://i.scdn.co/image/ba466926aa9c36079ab3e3ec3dd26c983c01908b
4rBIMMvhMZMa3Q0X4LRYQi	The Classic Christmas Album	The Classic Christmas Album	{'5v8jlSmAQfrkTjAlpUfWtu': 'Perry Como'}	29	14	album	https://i.scdn.co/image/63a3e2bce221b806764f376520a895570cb0b4d8
3JfSxDfmwS5OeHPwLSkrfr	Origins (Deluxe)	Origins	{'53XhwfbYqKCa1cC15pYq2q': 'Imagine Dragons'}	88	15	album	https://i.scdn.co/image/6ac2ed0481154149e2ca501b5dcbe3c1ac937c43
50yFYgKdwJANZ5O9MIbMkg	Tha Carter V	Tha Carter V	{'55Aa2cqylxrFIXC767Z865': 'Lil Wayne'}	81	23	album	https://i.scdn.co/image/15f95fb58aab0ef346f5241283f8ae955ff1226e
2Ti79nwTsont5ZHfdxIzAm	?	?	{'15UsOTVnJzReFVN1VCnxy4': 'XXXTENTACION'}	92	18	album	https://i.scdn.co/image/2e70e7b198acc3bb03aaba9424c5fb23fb38c536
1V0QZHpLMJd9b4EBLAarX1	The Classic Christmas Album	Classic Christmas Album	{'4sj6D0zlMOl25nprDJBiU9': 'Andy Williams'}	27	16	album	https://i.scdn.co/image/924eb6c657e015213d08400549201fb698123bdd
1rJRpYs4BJ7GIDG0zZCJSM	A Legendary Christmas	A Legendary Christmas	{'5y2Xq6xcjJb2jVM54GHK3t': 'John Legend'}	45	14	album	https://i.scdn.co/image/5f79f928a45b878579e1fffc9e4aefb362ca53fd
4kqXw1yf9EKamws0zCarGt	Noël	Noel	{'6cXMpsP9x0SH4kFfMyVezF': 'Josh Groban'}	39	13	album	https://i.scdn.co/image/55eed51b4f162b44af9e5e1356848cb13ce10d85
3BPDSjoJlho8oiUPUNrShM	Rudolph The Red Nosed Reindeer And Other Christmas Classics	Rudolph The Red Nosed Reindeer And Other Christmas Classics	{'5ixB75BQR3ADoWQkcHQJTs': 'Gene Autry'}	42	18	album	https://i.scdn.co/image/d09a8a207f9d89db5f6a73d1331aeaa20c9fabbc
6ApYSpXF8GxZAgBTHDzYge	Pray for the Wicked	Pray For The Wicked	{'20JZFwl6HVl6yg8a4H3ZqK': 'Panic! At The Disco'}	87	11	album	https://i.scdn.co/image/5a0c73915586db4a6acf0a92eb7c503877f1c9a4
621cXqrTSSJi1WqDMSLmbL	Trench	Trench	{'3YQKmKGau1PzlVlkL1iodx': 'Twenty One Pilots'}	86	14	album	https://i.scdn.co/image/54a95d9d5c92512b914ac6ac1faa9a67b195cde5
082VlX7cBth0o8xqDGclNn	That's Christmas To Me (Deluxe Edition)	That's Christmas To Me	{'26AHtbjWKiwYzsoGoUZq53': 'Pentatonix'}	58	16	album	https://i.scdn.co/image/3dd64660275fd928d8914b3166c69ae805d708c4
3IO8IPjwXuzPJnoaqkwYrj	NOT ALL HEROES WEAR CAPES (Deluxe)	Not All Heroes Wear Capes	{'0iEtIxbK0KxaSlF7G42ZOp': 'Metro Boomin', '1URnnhqYAYcrqrcwql10ft': '21 Savage', '0Y5tJX1MQlPlqiwlOH1tJY': 'Travis Scott'}	84	26	album	https://i.scdn.co/image/cbeb99770353e401e6696fc9461293febbeebf50
3T4tUhGYeRNVUGevb0wThu	÷ (Deluxe)	÷ (Divide)	{'6eUKZXaKkcviH0Ku9w2n3V': 'Ed Sheeran'}	93	16	album	https://i.scdn.co/image/3b673c999773ba34acd5d724d47666e407fa06f2
7fRrTyKvE4Skh93v97gtcU	dont smile at me	Dont Smile At Me	{'6qqNVTkY8uBg9cP3Jd7DAH': 'Billie Eilish'}	90	9	single	https://i.scdn.co/image/7ee64b20bef73ee2c1cbd3ff93993cfd6bc62648
3HNnxK7NgLXbDoxRZxNWiR	Kamikaze	Kamikaze	{'7dGJo4pcD2V6oG8kP0tJRR': 'Eminem'}	86	13	album	https://i.scdn.co/image/c932b53e6f13a45f32bc357303c56eb52ecc28fb
1WMVvswNzB9i2UMh9svso5	The Beatles	The Beatles [White Album]	{'3WrFJ7ztbogyGnTHbHJFl2': 'The Beatles'}	76	107	album	https://i.scdn.co/image/c8e438a7b5cfbceef51af4753881ab9ed1ed895c
4es0SCGoooYKR36713JWNz	Put It All on Me (feat. Ella Mai)	Ella Mai	{'6eUKZXaKkcviH0Ku9w2n3V': 'Ed Sheeran', '7HkdQ0gt53LP4zmHsL0nap': 'Ella Mai'}	51	1	single	https://i.scdn.co/image/e7592eba0cda96608942e65568a8061be1988d77
0t70lpfTyHEv0uuq21fhdZ	Wrapped In Red	Wrapped In Red	{'3BmGtnKgCSGYIUhmivXKWX': 'Kelly Clarkson'}	44	16	album	https://i.scdn.co/image/ff6b67458d8ed3ada8be10060a8ef2bdbc32dbed
1LAGbpQJIl1vUhpGmmnSUd	Rudolph The Red-Nosed Reindeer	Rudolph The Red-Nosed Reindeer	{'0MHgLfmQdutffmvWe5XBTN': 'Burl Ives'}	35	19	album	https://i.scdn.co/image/6dfca517a5fb55080cf38bdbd81bc5aaf1ae5aee
4ZRa15xusMfr3hLWUNGBG0	Telling All My Secrets	Telling All My Secrets	{'1p6CdzJRoicjRcSdWoB9Qc': 'Mitchell Tenpenny'}	75	12	album	https://i.scdn.co/image/8cae3ed0a647302ea6fc12668a5e540a5e3b9674
0z0z4DcXhHiobX5ZKAw8Qn	STOKELEY	STOKELEY	{'2rhFzFmezpnW82MNqEKVry': 'Ski Mask The Slump God'}	82	13	album	https://i.scdn.co/image/77eb7c17cafe5503198401adaee94574d1e4f867
6qRbGZqJ3aQY8N8bcHc1ug	A Love Letter To You 3	A Love Letter To You 3	{'6Xgp2XMz1fhVYe7i6yNAax': 'Trippie Redd'}	82	16	album	https://i.scdn.co/image/8984042f24e62f3e53ebfa8d408e49ed58d90ec9
5s0rmjP8XOPhP6HhqOhuyC	Stoney (Deluxe)	Stoney	{'246dkjvS1zLTtiykXe5h60': 'Post Malone'}	91	18	album	https://i.scdn.co/image/6d4881dd0c8aca50307fa7497695e459f09964c6
3uLrSFrNqa8CULSIU7e9v5	Egypt Station	Egypt Station	{'4STHEaNw4mPZ2tzheohgXB': 'Paul McCartney'}	58	16	album	https://i.scdn.co/image/cf26f0f9007371544c78c017353352e61994ad48
68ic1ZsRo0DIodoDYZXcM5	Sì (Deluxe)	Si	{'3EA9hVIzKfFiQI0Kikz2wo': 'Andrea Bocelli'}	63	26	album	https://i.scdn.co/image/e77cdc311ab3ffe011055a25d056c606f2c487be
0Wmnkh4lzGy5rgkUPOjYbg	Delta	Delta	{'3gd8FJtBJtkRxdfbTu19U2': 'Mumford & Sons'}	71	14	album	https://i.scdn.co/image/bcd20f17bc456e9958a4cf1274a3b98c5ef8814c
3950MST9uRPKyh4Prv7lh1	Experiment	Experiment	{'3oSJ7TBVCWMDMiYjXNiCKE': 'Kane Brown'}	79	14	album	https://i.scdn.co/image/c6c5d977a192e59b35cb99389c14c7f05e848ac2
2aE3VcIiNPqqo4VzOXiDoR	Icarus Falls	Icarus Falls	{'5ZsFI1h6hIdQRw2ti0hz81': 'ZAYN'}	76	27	album	https://i.scdn.co/image/49ba4bff477a83365ba9a9826665f1f82525d780
6kf46HbnYCZzP6rjvQHYzg	American Teen	American Teen	{'6LuN9FCkKOj5PcnpouEgny': 'Khalid'}	89	15	album	https://i.scdn.co/image/5026fddc6c0b69e931ae99130f15d4214f1e7d41
33pt9HBdGlAbRGBHQgsZsU	Evolve	Evolve	{'53XhwfbYqKCa1cC15pYq2q': 'Imagine Dragons'}	90	12	album	https://i.scdn.co/image/5232b1dcb43188537b7f9f1e77cad1f9a38870d1
3My4DXwRjAS5HXontsJx1A	Bing Crosby - Christmas Classics	Christmas Classics	{'6ZjFtWeHP9XN7FeKSUe80S': 'Bing Crosby'}	49	16	album	https://i.scdn.co/image/f1d5fd5c13a2057d1c04bc3a535fc4e48865259f
7wfjL0ZBEycLvXzJmHF45g	Warmer In The Winter (Deluxe Edition)	Warmer In The Winter	{'378dH6EszOLFShpRzAQkVM': 'Lindsey Stirling'}	57	18	album	https://i.scdn.co/image/12bef4ccef81e7d38ab6de1ca3432de2dcbf0ab0
0g1F5eGVwX4Sxi1n8ojPkE	Dan + Shay	Dan + Shay	{'7z5WFjZAIYejWy0NI5lv4T': 'Dan + Shay'}	80	11	album	https://i.scdn.co/image/96858808d6004c92f256c902a9afbec0ee05cba7
2acDkDTWdNFie1HjcFa4Ny	Queen	Queen	{'0hCNtLu0JehylgoiP8L4Gh': 'Nicki Minaj'}	78	19	album	https://i.scdn.co/image/39d4e59532356a393989fcbbe4335f47c6a62ce1
7lxHnls3yQNl8B9bILmHj7	Traveller	Traveller	{'4YLtscXsxbVgi031ovDDdh': 'Chris Stapleton'}	79	14	album	https://i.scdn.co/image/54e7f96cfcd242d6e2d86d06ed9e9e99c6d12db1
4Kd6niUoyuNkcLRVmThm0H	The Dean Martin Christmas Album	The Dean Martin Christmas Album	{'49e4v89VmlDcFCMyDv9wQ9': 'Dean Martin'}	41	10	album	https://i.scdn.co/image/61499b2028111eeec40cd0f22e867d3b27a3ca2d
5VdyJkLe3yvOs0l4xXbWp0	17	17	{'15UsOTVnJzReFVN1VCnxy4': 'XXXTENTACION'}	89	11	album	https://i.scdn.co/image/6fdafb637a3447689440ade1a57a0e3435befd17
0BwWUstDMUbgq2NYONRqlu	Rumours (Super Deluxe)	Rumours	{'08GQAI4eElDnROBrJRGE0X': 'Fleetwood Mac'}	82	58	album	https://i.scdn.co/image/5d6296e45ce540774713b30bc4e74a87df6604f2
1C2h7mLntPSeVYciMRTF4a	Thriller 25 Super Deluxe Edition	Thriller	{'3fMbdgg4jU18AjLCKBhRSm': 'Michael Jackson'}	81	30	album	https://i.scdn.co/image/3c294000d8739af300d9a842934d6f7e090471c7
4dPosP4Io4sDCmeiCxVHW0	The Greatest Showman: Reimagined	The Greatest Showman: Reimagined	{'0LyfQWJT6nXafLPZqxe9Of': 'Various Artists'}	73	13	compilation	https://i.scdn.co/image/d6b9f37838bb6f4eb8ffca96fe18b20b3d23f2f8
2lATw9ZAVp7ILQcOKPCPqp	Love Yourself 結 'Answer'	Love Yourself: Answer	{'3Nrfpe0tUJi4K4DXYWgMUX': 'BTS'}	89	26	album	https://i.scdn.co/image/09b29171880b765c0632eaf44d10d18178a3f2c5
2VP96XdMOKTXefI8Nui23s	Shawn Mendes	Shawn Mendes	{'7n2wHs1TKAczGzO7Dd2rGr': 'Shawn Mendes'}	88	14	album	https://i.scdn.co/image/75c02b42da899fc03b8a3cbfb8686a3920385525
4UNwL1B7JoymNUiTFJa52B	Suncity	Suncity	{'6LuN9FCkKOj5PcnpouEgny': 'Khalid'}	78	7	album	https://i.scdn.co/image/8f9d777cf5746a1a44e0ea3d6195aa27bc720bec
6P9PZjWXoCRF5b66BafPKY	Future & Juice WRLD Present... WRLD ON DRUGS	Future & Juice WRLD Present... WRLD ON DRUGS	{'1RyvyyTE3xzB2ZywiAwp0i': 'Future', '4MCBfE4596Uoi2O4DtmEMz': 'Juice WRLD'}	80	16	album	https://i.scdn.co/image/4a6d9b80807ee5530c561b054aed1d495c5883e0
4eLPsYPBmXABThSJ821sqY	DAMN.	DAMN.	{'2YZyLoL8N0Wb9xBt1NhZWg': 'Kendrick Lamar'}	86	14	album	https://i.scdn.co/image/4988546859334f9a5a3fa4acedc5aea275929026
7fd7SEK25VS3gJAUgSwL6y	Culture II	Culture II	{'6oMuImdp5ZcFhWP0ESe6mG': 'Migos'}	84	24	album	https://i.scdn.co/image/79ef8fb6e772a47e3e045a747376dca7b900583e
5GMAtv4CU6GYQMo36Uuiqc	Christmas Portrait (Special Edition/Reissue)	Christmas Portrait	{'1eEfMU2AhEo7XnKgL7c304': 'Carpenters'}	47	21	album	https://i.scdn.co/image/baa99afcef990f7e59c8363c8ba03ac854c7a19c
5EEkfRgfYHiFu0lGur6Z6M	COSMIC	Cosmic	{'4GvEc3ANtPPjt1ZJllr5Zl': 'Bazzi'}	86	16	album	https://i.scdn.co/image/e29507975aac2afafe5e5be5d1744723f799c745
58qdMDlJaZBYleY7Bf0gNc	You Make It Feel Like Christmas	You Make It Feel Like Christmas	{'4yiQZ8tQPux8cPriYMWUFP': 'Gwen Stefani'}	40	12	album	https://i.scdn.co/image/6a9bc0f420ee3a47657450a664aaa943c1b4e063
1L3jhywNGVbRmOjprKPvzj	Happy Xmas	Happy Xmas	{'6PAt558ZEZl0DmdXlnjMgD': 'Eric Clapton'}	45	16	album	https://i.scdn.co/image/0cbf9be5fe41a84f9f8a3cbd7383876552f670f4
0RK6vpJWuCZpNWNdRJ8rpY	LoVE me NOw (ReLoAdeD)	LoVE me NOw?	{'2jku7tDXc6XoB6MO2hFuqg': 'Tory Lanez'}	79	17	album	https://i.scdn.co/image/00cb1aebbe6747b929f3d653de199f621b169372
15Id9Jrqab8IwHFirdrrLp	MUDBOY	Mudboy	{'2RDOrhPqAM4jzTRCEb19qX': 'Sheck Wes'}	79	14	album	https://i.scdn.co/image/0e3e187e3ae399c7aa68c6c8585ec5649b481452
6DEjYFkNZh67HP7R9PSZvv	reputation	reputation	{'06HL4z0CvFAxyc27GXpf02': 'Taylor Swift'}	82	15	album	https://i.scdn.co/image/ae2edb70f5e67fc5f7f8f92b2b0f3e846699b447
4dcJHxlOJwtyypL7sx1qch	The Andy Williams Christmas Album	The Andy Williams Christmas Album	{'4sj6D0zlMOl25nprDJBiU9': 'Andy Williams'}	50	12	album	https://i.scdn.co/image/a3e8629ce4030dc985bdffca9b1b854ac9c8dadf
5wtE5aLX5r7jOosmPhJhhk	Swimming	Swimming	{'4LLpKhyESsyAXpc4laK94U': 'Mac Miller'}	84	13	album	https://i.scdn.co/image/00f1b797cf233069db9eec18683cee4a47d95171
7yf9ZJyHRbp8sHtpDKfPpt	Harder Than Ever	Harder Than Ever	{'5f7VJjfbwm532GiveGC0ZK': 'Lil Baby'}	80	17	album	https://i.scdn.co/image/3162ed0a8562e4844ca30a4138a799ac3db03dca
3TJSHb2z7Zo2K8ff8bMSik	Ticket To L.A.	Ticket To L.A.	{'0fiWOxhsBsQQvFDtxUQWo0': 'Brett Young'}	73	13	album	https://i.scdn.co/image/cd69a094878bf520a10d501de12b130f251d8903
1uzIyRT1QxDx4fMIX0UiAE	Diamonds (Deluxe)	Diamonds	{'3PhoLpVuITZKcymswpck5b': 'Elton John'}	72	51	compilation	https://i.scdn.co/image/070b4f7bd40e6f202d09137963b272919d74fb51
4jKeipwuUTjlx9USNYdhZn	Legend - The Best Of Bob Marley And The Wailers	Legend: The Best Of...	{'2QsynagSdAqZj3U9HgDzjD': 'Bob Marley & The Wailers'}	63	16	compilation	https://i.scdn.co/image/e2625bb5bbbc3def2dcd47d341838d424b93763a
4QAC6FquY8D0RXom13iE5J	One Thing Right	Kane Brown	{'64KEffDW9EtZ1y2vBYgq8T': 'Marshmello', '3oSJ7TBVCWMDMiYjXNiCKE': 'Kane Brown'}	84	1	single	https://i.scdn.co/image/026102a47e086f941a438fb18cd29ad8398bc605
0ETFjACtuP2ADo6LFhL6HN	Abbey Road (Remastered)	Abbey Road	{'3WrFJ7ztbogyGnTHbHJFl2': 'The Beatles'}	84	17	album	https://i.scdn.co/image/a70b5fec5600e974f58259c5639f6b20f517dd5f
6ZvDJs17O3woQirttKRYCG	Sick Boy	Sick Boy	{'69GGBxA162lTqCwzJG5jLp': 'The Chainsmokers'}	85	10	album	https://i.scdn.co/image/77eb7c17cafe550354acb0696023249c769604d2
4A5q8ZjS2S7kXoixcEU81B	Mary Poppins Returns (Original Motion Picture Soundtrack)	Mary Poppins Returns	{'0LyfQWJT6nXafLPZqxe9Of': 'Various Artists'}	68	27	compilation	https://i.scdn.co/image/77eb7c17cafe5503e094b4de5e188885c4841010
6LURWtPusB5fGenqj0lbFd	Cry Pretty	Cry Pretty	{'4xFUf1FHVy696Q1JQZMTRj': 'Carrie Underwood'}	72	13	album	https://i.scdn.co/image/0f7e6df203b9349ee44e9fe38d828a1db3981eb6
6PWXKiakqhI17mTYM4y6oY	A Brief Inquiry Into Online Relationships	A Brief Inquiry Into Online Relationships	{'3mIj9lX2MWuHmhNCA7LSCW': 'The 1975'}	81	15	album	https://i.scdn.co/image/24753fe5d9ec614b83e1f069c28e3d32449c767b
7zeCZY6rQRufc8IHGKyXGX	Anthem Of The Peaceful Army	Anthem Of The Peaceful Army	{'4NpFxQe2UvRCAjto3JqlSl': 'Greta Van Fleet'}	73	11	album	https://i.scdn.co/image/70f233147a60ae5da13c02ec10ddb137ff0c7eb2
6FjK2XLQJloz36NgRciCHv	Glow	Glow	{'0qSX3s5pJnAlSsgsCne8Cz': 'Brett Eldredge'}	42	11	album	https://i.scdn.co/image/67cf4019c56eb660d6efe96c37c75f4c644dec99
0iU6k5p5NFNbAc1MOFMusJ	Luca Brasi 3	Luca Brasi 3	{'1gPhS1zisyXr5dHTYZyiMe': 'Kevin Gates'}	73	18	album	https://i.scdn.co/image/fd74a356d146640a9ab44802767a7bd52612279e
6X1x82kppWZmDzlXXK3y3q	Take Care (Deluxe)	Take Care	{'3TVXtAsR1Inumwj472S9r4': 'Drake'}	82	19	album	https://i.scdn.co/image/fc52fd54ad72190904dd0e82055b32c14dee0f04
1zUY4PAFrNUOCeaEBrEHzh	Curtain Call: The Hits	Curtain Call: The Hits	{'7dGJo4pcD2V6oG8kP0tJRR': 'Eminem'}	63	17	compilation	https://i.scdn.co/image/5ff2f746799d6d3a607033706cf8c2a88fbf6b31
733e1ZfktLSwj96X5rsMeE	Luv Is Rage 2	Luv Is Rage 2	{'4O15NlyKLIASxsJ0PrXPfz': 'Lil Uzi Vert'}	84	16	album	https://i.scdn.co/image/0ea8577fe124691ddce00bccf9677b16166a21db
63MKT9hwmiMFFdFp5SdB1p	Under The Mistletoe (Deluxe Edition)	Under The Mistletoe	{'1uNFoZAHBGtllmzznpCI3s': 'Justin Bieber'}	58	15	album	https://i.scdn.co/image/16e999ce756e313753f68eb3af19c328bf09332a
5f34GtT1lzD6MVCTZcffNh	Rearview Town	Rearview Town	{'3FfvYsEGaIb52QPXhg4DcH': 'Jason Aldean'}	61	15	album	https://i.scdn.co/image/ea88c29b947e3ce66e2f23ab0d8973ab5deaedec
2vD3zSQr8hNlg0obNel4TE	Camila	Camila	{'4nDoRrQiYLoBzwC5BhVJzF': 'Camila Cabello'}	85	11	album	https://i.scdn.co/image/8ebf0216fa9d294177e79cfef03628ed68043454
2lKNtQvCX966OIbIdn14TW	The Christmas Attic	The Christmas Attic	{'5OSQDUNmll299ldFIF1Dau': 'Trans-Siberian Orchestra'}	18	17	album	https://i.scdn.co/image/47d650d75e4edbb24b991c986378e79120b5fef2
0LvrjOn7CrNSs0jVUvrgVy	These Are Special Times	These Are Special Times	{'4S9EykWXhStSc15wEx8QFK': 'Céline Dion'}	57	15	album	https://i.scdn.co/image/f775ba773fbb6f49f37f9bb24d2cc874f055aa1d
4LH4d3cOWNNsVw41Gqt2kv	The Dark Side of the Moon	The Dark Side Of The Moon	{'0k17h0D3J5VfsdmQ1iZtE9': 'Pink Floyd'}	77	10	album	https://i.scdn.co/image/79b9f90d29978a2edd82c8cdbfd3f091207931c7
3cQO7jp5S9qLBoIVtbkSM1	Blurryface	Blurryface	{'3YQKmKGau1PzlVlkL1iodx': 'Twenty One Pilots'}	87	14	album	https://i.scdn.co/image/52fc1b3b08807194b87cd7e4fd68f5118d991e44
2DjfazR5N3TgXBQ7oVALA1	QUAVO HUNCHO	Quavo Huncho	{'0VRj0yCOv2FXJNP47XQnx5': 'Quavo'}	76	19	album	https://i.scdn.co/image/0081a5ec46f5ce1b89973a692a7bcb689d502612
1KOmHyNLuOe5YrPhD3Juuf	Perception	Perception	{'6fOMl44jA4Sp5b9PpYCkzz': 'NF'}	85	16	album	https://i.scdn.co/image/ecbc71f031d40de0c941e33a661e3aca1b342255
4PgleR09JVnm3zY1fW3XBA	24K Magic	24K Magic	{'0du5cEVh5yTK9QJze8zA0C': 'Bruno Mars'}	84	9	album	https://i.scdn.co/image/bf41f93f8c895eff007b88bd2e23e12dfe078792
1uG9cIT7IRuq9NqFvKFUsI	Greatest Hits II (Remastered)	Greatest Hits	{'1dfeR4HaWDbWqFHLkxsg1d': 'Queen'}	60	17	compilation	https://i.scdn.co/image/717ce6a2ee426b5aa9aab4a0236d947d56d5b624
1Gtf2hZQlOGVER16uemmzR	Greatest Hits	Journey's Greatest Hits	{'0rvjqX7ttXeg3mTy8Xscbt': 'Journey'}	61	16	compilation	https://i.scdn.co/image/a7a1c77586bee4d79a563d46dd60acacc301bc5c
3ZQZrCJHXZ1G6EYxzYGhuA	I Don't Want Your Money (feat. H.E.R.)	H.E.R.	{'3Y7RZ31TRPVadSFVy1o8os': 'H.E.R.', '6eUKZXaKkcviH0Ku9w2n3V': 'Ed Sheeran'}	48	1	single	https://i.scdn.co/image/61362c497e36f0e23de3ae72a35f9c778a87b365
76290XdXVF9rPzGdNRWdCh	Ctrl	Ctrl	{'7tYKF4w9nC0nq9CsPZTHyP': 'SZA'}	82	14	album	https://i.scdn.co/image/056d5d03db611ad1b9f00b1c3d19b7acf989b62e
1Li4rADxSxjT2g4xqUcMYh	Red Pill Blues (Deluxe)	Red Pill Blues	{'04gDigrS5kc9YWfZHwBETP': 'Maroon 5'}	82	22	album	https://i.scdn.co/image/9ce966181dc62801ff44ac89f8c9c1921ab9302f
