album_id	name	billboard	artists	popularity	total_tracks	album_type	image_url
3khDkeenUCFiRw25TE6DhV	The Brotherhood	The Brotherhood	{'2K3xysAFpeFSH3DG0zIErf': 'Lynch Mob'}	32	12	album	https://i.scdn.co/image/cae5c71f98715767e7066f8f4b1844f1e3c599ed
3tAW0n99Uq2IlvzBsW3tQq	#Update	#UPDATE	{'0eHQ9o50hj6ZDNBt6Ys1sD': 'Yandel'}	73	14	album	https://i.scdn.co/image/f06259a378f1425ce9e2ed73d3fccd041862a395
2Oct65s56RGoKuc7dKwLtN	Rise	Rise	{'4a887RmUAVVo3nHvPNkSi8': 'The Texas Tenors'}	22	15	album	https://i.scdn.co/image/f08a9b4a3b3f07374c481a647767298366407922
2UE2en0YSItvqj5hkyIapP	Play Dead	Play Dead	{'1J9Z9bhqkgyqseEi85cbyx': 'Mutemath'}	44	10	album	https://i.scdn.co/image/e1dd40661218bdcabbd476e41a5899f7e2ceec09
49BBsFG4ozXoc3Px0B3Mxp	Playlist: The Very Best of Montgomery Gentry	Playlist: The Very Best Of Montgomery Gentry	{'3bGXaFVQLASmDMdjjeJr8a': 'Montgomery Gentry'}	39	14	compilation	https://i.scdn.co/image/df9413c69cbf33c85edd349570811f1a28213bb6
01BDvvmvqIRdUQFZq3L4Dx	Live at the O2 Arena + Rarities	Live At The O2 Arena + Rarities	{'4DWX7u8BV0vZIQSpJQQDWU': 'Alter Bridge'}	38	30	album	https://i.scdn.co/image/780c02d7aaa585424554c22839ec7b5067705d53
6JfjkZevPkcrVop48QOEL1	Paranoia: A True Story	Paranoia: A True Story	{'7e10JUMF7MJmmwYpnTSMI5': 'Dave East'}	60	13	album	https://i.scdn.co/image/fa7c969515579c058ef0413a61d865dabb2eba76
5y6wlw1LnqFnQFruMeiwGU	The Joshua Tree (Super Deluxe)	The Joshua Tree	{'51Blml2LZPmy7TTiAg47vQ': 'U2'}	79	49	album	https://i.scdn.co/image/98e74f73b582a77d354e8f7d0e5c42a189b7c745
1NUKNYLtePSiZnQj0QeZlo	Brett Eldredge	Brett Eldredge	{'0qSX3s5pJnAlSsgsCne8Cz': 'Brett Eldredge'}	71	12	album	https://i.scdn.co/image/cc64aaa28fa4ebdbec7c828daf8394c4d30b3b7e
0v4EQZn8clJmIKltNv5h0Y	The Booty Tape	The Booty Tape	{'3Fdm9TFJQCLmC3AWMuGExi': 'Ugly God'}	63	10	album	https://i.scdn.co/image/0ebe4848923fb0f7b3b6e1d88d040ee7fe2dba77
0smWYh2nQsaZNonBGZpZMn	Droptopwop	Droptopwop	{'13y7CgLHjMVRMDqxdx0Xdo': 'Gucci Mane'}	66	10	album	https://i.scdn.co/image/778bc374d8cbdefa31345b34fe8ed5ffb1f6ab15
0r7wrRVD77lNrD9t2QgZrq	Broken Machine (Deluxe)	Broken Machine	{'1kDGbuxWknIKx4FlgWxiSp': 'Nothing But Thieves'}	69	15	album	https://i.scdn.co/image/23db2a88e0929991e55d98da4a4e19c842774d48
1DNojVW079FU9YnAMk3Cgr	Everything Now	Everything Now	{'3kjuyTCjPG1WMFCiyc5IuB': 'Arcade Fire'}	69	13	album	https://i.scdn.co/image/18ac0c80feb31410ad8bb006ff057adf09fc115e
3W9NClLDhTHyRmy8ZLfoJf	Freedom Child	Freedom Child	{'3AQRLZ9PuTAozP28Skbq8V': 'The Script'}	66	14	album	https://i.scdn.co/image/e422f1b537ddc2865aa92cec2b61b285ae2042a3
2Py6LEurQ3BEE5pR95o0Me	Winwood Greatest Hits Live	Winwood: Greatest Hits Live	{'5gxynDEKwNDgxGJmJjZyte': 'Steve Winwood'}	45	23	album	https://i.scdn.co/image/ed748ad45f6a73b6bb35da3a40e0a1d9aac54b36
3HDO2EYXQXzFVK7fmXSpqs	A Decade Of Steely Dan	A Decade Of Steely Dan	{'6P7H3ai06vU1sGvdpBwDmE': 'Steely Dan'}	42	14	compilation	https://i.scdn.co/image/f2821c63eb57f082591736c32ad0609ca5277be0
0vHob9cPz7DqegoGiAtQgJ	Honestly	Honestly	{'1sBRcMH8DDR8Nsk2RoJmjS': 'Boney James'}	33	10	album	https://i.scdn.co/image/be47fbb22169fb8d4e5c54d62be6edb3fa817946
0zMLyv1kNV2B0LDGEK2RbB	Jonas Blue: Electronic Nature - The Mix 2017	Jonas Blue: Electronic Nature: The Mix 2017	{'1HBjj22wzbscIZ9sEb5dyf': 'Jonas Blue'}	61	20	compilation	https://i.scdn.co/image/2875b727020816bae8659a01fb31132791202397
7EZEhfO3ULNRHwX2jaiGei	You Should Be Here	You Should Be Here	{'1mfDfLsMxYcOOZkzBxvSVW': 'Cole Swindell'}	69	12	album	https://i.scdn.co/image/455a138e3a27283860d4ab0e829abbcaf452e7ae
39UpQWkYwByspw53CTZDis	Heart. Passion. Pursuit.	Heart. Passion. Pursuit	{'5YxebzzreNswbtYC1td4cx': 'Tasha Cobbs Leonard'}	58	10	album	https://i.scdn.co/image/a42e236a04f442ec0a4d4851df20faf1210525d6
4WZZDzGqjvw4bRwrp56U24	Heart Break	Heart Break	{'32WkQRZEVKSzVAAYqukAEA': 'Lady Antebellum'}	64	13	album	https://i.scdn.co/image/dac6d83ffab82da75bfbd520a31705650586eed2
0jZFu2tihRJ65iYAo0oOtP	The Search for Everything	The Search For Everything	{'0hEurMDQu99nJRq8pTxO14': 'John Mayer'}	76	12	album	https://i.scdn.co/image/dfa9264c5427a0dfcfdf99a6592d608b42420e84
6bm9EpUNvQ9xMglBJGRmgS	Golden	Golden	{'5lwmRuXgjX8xIwlnauTZIP': 'Romeo Santos'}	79	18	album	https://i.scdn.co/image/d642faa098f49008625d6128806b341c9706a585
0jLafOidtMogAbdIjOXXIe	All We Know Of Heaven, All We Need Of Hell	All We Know Of Heaven, All We Need Of Hell	{'6oFs3qk4VepIVFdoD4jmsy': 'PVRIS'}	60	10	album	https://i.scdn.co/image/e1744a9b6fcf59494618a0d4ce8a011c2bd96493
2Ha1FUPZ0RDMjLZFu1iVO1	Beast Epic	Beast Epic	{'4M5nCE77Qaxayuhp3fVn4V': 'Iron & Wine'}	60	11	album	https://i.scdn.co/image/6b1fd2d7a6c4fe85cc59dab969984602067dc9de
0N3HnJ7Jw1VrfO5TnbNWEA	Blue Chips 7000	Blue Chips 7000	{'7BMccF0hQFBpP6417k1OtQ': 'Action Bronson'}	53	13	album	https://i.scdn.co/image/a8f656e2ec1a1a97cc59954d2121db7fd7d599b3
0XnqQzdSFAml08XZoRt1St	SATURATION II	Saturation II	{'1Bl6wpkWCQ4KVgnASpvzzA': 'BROCKHAMPTON'}	74	16	album	https://i.scdn.co/image/8d1815a02c693c08392fb18d40e82b7703b074f6
2XHw4PFHT6srg7dxA3yrKv	Me Dejé Llevar	Me Deje Llevar	{'0XwVARXT135rw8lyw1EeWP': 'Christian Nodal'}	78	13	album	https://i.scdn.co/image/174b31b0909c8fe18911a25b4c851f49ab029d57
39Ypnp97w22KOqGR8KjBz8	Good Nature	Good Nature	{'0gLjJuczGWhqKVMmVpIT52': 'Turnover'}	60	11	album	https://i.scdn.co/image/38c9f54daeba93e5e64d8ac73cfc71aaabd2dee2
6WgxIWDCnLtIaDYHHsJCIh	Legacy	Legacy	{'1nivFfWu6oXBFDNyVfFU5x': 'The Cadillac Three'}	49	11	album	https://i.scdn.co/image/422d19da906673f99a94e04171a0f4c9d3e97534
1G4WDlYjm0VqgyEymNJRcf	Meat and Candy	Meat And Candy	{'6y8XlgIV8BLlIg1tT1R10i': 'Old Dominion'}	72	11	album	https://i.scdn.co/image/7ee4f2b814d6b899e62dd69cba94624f70edc877
6MiQ7JVsKlOBJFJzWQZ2Kz	The Peace And The Panic	The Peace And The Panic	{'2TM0qnbJH4QPhGMCdPt7fH': 'Neck Deep'}	66	11	album	https://i.scdn.co/image/79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4
3QOXA8bqsml8CslUdgHXrW	Painted Ruins	Painted Ruins	{'2Jv5eshHtLycR6R8KQCdc4': 'Grizzly Bear'}	62	11	album	https://i.scdn.co/image/ce914c35442fcc045319a5838bec3651f904f8bb
2htUFe5QGtJF2szrFQbmnX	Yours Truly Forever	Yours Truly Forever	{'5XDJlfdfbGNJrOJJNxTcdq': 'Phora'}	65	16	album	https://i.scdn.co/image/95736d6bc9a142f78a81fcf71d3aa2090bbc3cd5
1ahl6UmqCDuNy6rJVfRKeC	To The Bone	To The Bone	{'4X42BfuhWCAZ2swiVze9O0': 'Steven Wilson'}	53	11	album	https://i.scdn.co/image/5ce507710f1712ad29caad3d3f19e8df17f8e073
6Vid5PEtSrSuCHN0XaLqfA	Crossover: Live From Music City	Crossover: Live From Music City	{'22JNV0JWTJkY1qzKJhxdRe': 'Travis Greene'}	52	15	album	https://i.scdn.co/image/77d16c63c3ccf270c2bbc0f2bbfbaaaadf745154
3iDAjLnQsJwoVU1v09ia4A	1 Up Top Ahk	1 Up Top Ahk	{'4AA474G2hRfrHyGrfyDseO': 'Mozzy'}	58	16	album	https://i.scdn.co/image/2a43c50b408c58604c2357b528eb0462c36df412
6gZ3FvJSTtZxX6Z9AammGW	Dear Desolation	Dear Desolation	{'3et9upNERQI5IYt5jEDTxM': 'Thy Art Is Murder'}	39	10	album	https://i.scdn.co/image/8a663371c40bb21e84ec695d1d14ca2ac8e41d0d
2zfG7pRBNjWBMA48dutzkD	Dirty South	Dirty South	{'0hj3TrC0GoZKDTyxZo88pP': 'Lucas Hoge'}	27	10	album	https://i.scdn.co/image/72b88ab43bdb5e01457e2bfc78ddae924f091688
02SQS3hERbgOjnZc0hmWKk	Greatest Hits	Greatest Hits	{'5e4Dhzv426EvQe3aDb64jL': 'Shania Twain'}	68	21	compilation	https://i.scdn.co/image/73623f9fbce0750a73a9219466e7d8951461fe8c
6tcR79NYQtTstpdQaKou5j	Until My Voice Goes Out	Until My Voice Goes Out	{'2EJ5MRZCzpHSSNNEpTx9Kb': 'Josh Abbott Band'}	51	14	album	https://i.scdn.co/image/d7505c9d251882fea5d6d015586de6d411005080
5YLRVHDVRw3QqWbeTGpC5B	So Good	So Good	{'1Xylc3o4UrD53lo9CvFvVg': 'Zara Larsson'}	81	15	album	https://i.scdn.co/image/bf682c1cdbd803cccb2cecbc1f64342ec25efd7f
1CuFf5IslmlCno7DAFjrt9	The Very Best Of Bonnie Tyler	The Very Best Of Bonnie Tyler	{'0SD4eZCN4Kr0wQk56hCdh2': 'Bonnie Tyler'}	70	16	compilation	https://i.scdn.co/image/64c2c9c4648a27b6b67f1a3023f34ac8aa7b6140
7pul7RvuYLqryKehizOvsG	35 Biggest Hits	35 Biggest Hits	{'6roFdX1y5BYSbp60OTJWMd': 'Tim McGraw'}	63	36	compilation	https://i.scdn.co/image/6f13dbe8e73fab03c3b2301858cc524607507570
2GIrLP0PWskhZAJaHQtDux	Black	Black	{'7x8nK0m0cP2ksQf0mjWdPS': 'Dierks Bentley'}	70	13	album	https://i.scdn.co/image/e112a5ae1d2f2c9a5e461591c1d896ec5880b6d7
1HSkSa9bBDeReab7autcOo	Adiós	Adios	{'59hLmB5DrdihCYtNeFeW1U': 'Glen Campbell'}	40	12	album	https://i.scdn.co/image/e7770bec363c191d5c9b44f3959374c2738cbf0a
1RiocrOIkYYPIHyUXhlk0M	The Project	The Project	{'4lpA7MWpQpY7hKkwfLxw2Q': 'Lindsay Ell'}	49	12	album	https://i.scdn.co/image/ae5559e4be7e4a17dcdf17bb6e84a3244454944d
5acKLBGuSEu7LkrXdG41PA	Love Has A Name (Deluxe/Live)	Love Has A Name	{'0Onvkz1Nbs4wHXXUwOIGk8': 'Jesus Culture'}	52	16	album	https://i.scdn.co/image/7809de93486a392bc82cd9cac164600027db9c50
6xeFX3yRvaEV7ny5WKZ4cA	You - EP	You (EP)	{'21TinSsF5ytwsfdyz5VSVS': 'dodie'}	65	6	single	https://i.scdn.co/image/45b330f3facf8f4715926c7350833ff1577ef021
3mNF7U34yxHWEFFXtCNU3P	Murmuration Nation	Murmuration Nation	{'5XXzbirPMlmi5sXeHUHX6F': 'Emily Saliers'}	10	15	album	https://i.scdn.co/image/c76f0bec26eff3eafb9935addc7027155e6ce77a
2zSuxzKE7PIi9LhCk3uL6o	Dylan Scott (Deluxe Edition)	Dylan Scott	{'78YqeIji3mgAS2K1Maca6x': 'Dylan Scott'}	70	16	album	https://i.scdn.co/image/296c2e6e2dd3c9971a09af02e4cf976f41db9eed
0AHYw8etLTr3rb7pB0FRsL	Atomic Blonde - Music from the Motion Picture Soundtrack	Atomic Blonde	{'0LyfQWJT6nXafLPZqxe9Of': 'Various Artists'}	45	6	compilation	https://i.scdn.co/image/55c73cb2ba8fb5a098fbb088f039af913a9510cb
0861I7iBqbNr6WWCr5mfBE	Andy Mineo and Wordsplayed Present Magic & Bird	Andy Mineo and Wordsplayed Present Magic & Bird	{'0AKzJfX9rdEu8WOqeBLEaO': 'Wordsplayed', '1TMrnxBwZfmfRxsGzkNIHw': 'Andy Mineo'}	58	13	album	https://i.scdn.co/image/82c9cf7d49cba6b38f7d4b388934adea47603d54
0c4JrJyBCQHU0Pq3td483f	Deadweight	Deadweight	{'6bu7CtcOMWcS0BMq7snHW6': 'Wage War'}	64	12	album	https://i.scdn.co/image/b61285d9b1dbe3c0afffa3a2a68326e11e2f3fb1
5M8S10JkWsgRap2vRFVLLl	Revival (Deluxe Edition)	Revival	{'7uWXomGkKtIq9B4XgA3gch': 'Third Day'}	44	18	album	https://i.scdn.co/image/a20cd4ba0b4cd77085b4a737145f5e182abed764
6Yu3m6c7tXFBQMeD42ccvu	Dark Matter	Dark Matter	{'3HQyFCFFfJO3KKBlUfZsyW': 'Randy Newman'}	34	9	album	https://i.scdn.co/image/5e0307d23f6c28e8f7cab5c1029ff5eb6afdd5ad
35LcGAeeMwVeIJrDpB3Gkz	Purgatory	Purgatory	{'13ZEDW6vyBF12HYcZRr4EV': 'Tyler Childers'}	73	10	album	https://i.scdn.co/image/e5a3f6729e231fce0f4d778a09448949646e3d37
6NySuONTKK6mtLG0nF80Jr	The Autobiography	The Autobiography	{'27w1NoOLMX7tJMYqcetPyG': 'Vic Mensa'}	60	15	album	https://i.scdn.co/image/dd5f80db5a5b2b2fb3b607eec1d2779d11a1bad8
1kzfP9URLnFFCN3H0mrOFo	The Rise of Chaos	The Rise Of Chaos	{'3JDIAtVrJdQ7GFOX26LYpv': 'Accept'}	45	10	album	https://i.scdn.co/image/e23f178798592fb5fb02065814e5290228e42711
41tn9gcVocI693HtBidKfi	12	12	{'0tPjSrb43a58uznKru1k2P': 'A$AP Twelvyy'}	58	14	album	https://i.scdn.co/image/628be5043e71e96bfa79a77030bcd9158aa19b62
43xH1kPS7aNKc2WJtUHRAs	Love and War	Love And War	{'13YmWQJFwgZrd4bf5IjMY4': 'Brad Paisley'}	60	16	album	https://i.scdn.co/image/254514e85e68ef045f0cdb4f008e48a543c41263
2tlTBLz2w52rpGCLBGyGw6	Minutes to Midnight	Minutes To Midnight	{'6XyY86QOPPrYVGvF9ch6wz': 'Linkin Park'}	78	12	album	https://i.scdn.co/image/deb48b2781de449175ff7865da3bb249652fc28f
3zrYYmu7B0P2sVEDBnPYa3	Dead Cross	Dead Cross	{'5o7MNRaQrt87SwYWxHEZvN': 'Dead Cross'}	30	10	album	https://i.scdn.co/image/d094bd01a92d41bdd8f619aa314b9b7e75b3d0b1
3xpY0WG5GkPed4rBYIbEMt	Imperius Rex	Imperius Rex	{'2x6jz70u3sZq75tW10akUW': 'Sean Price'}	43	16	album	https://i.scdn.co/image/9e5fec24c9313d7b2a7aecabf44b4dfe2dd619ab
5DZmrB8lvKrN7VPvjFRJgQ	Paranormal	Paranormal	{'3EhbVgyfGd7HkpsagwL9GS': 'Alice Cooper'}	38	18	album	https://i.scdn.co/image/ec65ddd758f475452b21e8aa0562c1c613bb1ebc
4hruYceqit29o6m4arpAql	A Black Mile To The Surface	Black Mile To The Surface	{'5wFXmYsg3KFJ8BDsQudJ4f': 'Manchester Orchestra'}	60	11	album	https://i.scdn.co/image/88f05d7cc37a4b8956df878f58fdcd85f2471ab2
4zpN41aGAYPWX3dzE19rH7	Unpeeled	Unpeeled	{'26T3LtbuGT1Fu9m0eRq5X3': 'Cage The Elephant'}	64	21	album	https://i.scdn.co/image/23a3fb3c50e2769dba0224aee12237c62f9d634e
7GypVubhQFr1L5u19Hfq22	Power Of Peace	Power Of Peace	{'6GI52t8N5F02MxU0g5U69P': 'Santana', '53QzNeFpzAaXYnrDBbDrIp': 'The Isley Brothers'}	45	13	album	https://i.scdn.co/image/36fc40c35e2c0e887c480ef8d67ca9c9ea9c2da5
18qC4zoq1xoK4xyZm6KKYY	Ultu Ulla	Ultu Ulla	{'67Zm35qXdPzYfl1c3M0toJ': 'Rings of Saturn'}	49	10	album	https://i.scdn.co/image/2e837284a41063a0fb664803caa43084fccab1b6
0xCxMwungbb4M4g90ZkqLa	A Long Way From Sunday	A Long Way From Sunday	{'4sgW8IRub0jAU29ecct87w': 'Anthony Brown & group therAPy'}	36	14	album	https://i.scdn.co/image/a4f275e024f74b225e31ea6397e5a72ddd5b7524
4E9ZzEudunTKLXzj9xCYYa	Never Gets Old	Never Gets Old	{'4aJTB79uwT4sP0Nb8QGWHc': 'Joe Nichols'}	48	12	album	https://i.scdn.co/image/737428c7b8ca268583a63eb6c8895ad57d94d8e7
51HWO4nZXpw3nRosU2Nwsz	Every Mile Mattered	Every Mile Mattered	{'0KSjxPoT71Dq8qcgfWTdHh': 'Nichole Nordeman'}	48	11	album	https://i.scdn.co/image/ed8997c9846dbf005fec63228cef53f3dc14ab56
1JIIc6FIetBaCAzWkCSBjL	Ritual	Ritual	{'6tbLPxj1uQ6vsRQZI2YFCT': 'In This Moment'}	65	12	album	https://i.scdn.co/image/09809ea81f2ad37515a15796aca2cb947817bb60
4FYvuWhNshZBsOT0fptzR3	Feed the Machine	Feed The Machine	{'6deZN1bslXzeGvOLaLMOIF': 'Nickelback'}	65	11	album	https://i.scdn.co/image/e38795b12093c02567fe9ef0686b7edac7d4b567
4IzQueTW4TG1V6hxEAtvcr	Words	Words	{'7qvsLYsYP0MHD7jkdv6DAG': 'Sara Evans'}	43	14	album	https://i.scdn.co/image/a8f4e14f085b4a45d97a8d6335cdefbe9275382a
2P6QCxokMaNDkQcpVRi2f4	Stony Hill	Stony Hill	{'3QJzdZJYIAcoET1GcfpNGi': 'Damian Marley'}	66	18	album	https://i.scdn.co/image/08b0b5aa68879b1c9ab7f23522027ceada507687
4XHIjbhjRmqWlosjj5rqSI	LIVING THINGS	Living Things	{'6XyY86QOPPrYVGvF9ch6wz': 'Linkin Park'}	75	12	album	https://i.scdn.co/image/967661595be2ffdd741e8e7c72cbd975dfc263b5
4lhyg7YGQagE8FT8cZBqyw	Numb/Encore: MTV Ultimate Mash-Ups Presents Collision Course	MTV Ultimate Mash-Ups Presents: Collision Course	{'6XyY86QOPPrYVGvF9ch6wz': 'Linkin Park', '3nFkdlSjzX9mRTtwJOzDYB': 'JAY Z'}	69	6	single	https://i.scdn.co/image/c048e9b1fb0d3ae737cf4ae322162684331b1e0b
5uvXx5ZQswNRFCdHR521YZ	A Thousand Suns	A Thousand Suns	{'6XyY86QOPPrYVGvF9ch6wz': 'Linkin Park'}	67	15	album	https://i.scdn.co/image/8563e6a32b047f66b9cb9b04ca27def95bfbe64c
088ajVZOaklrQJP9k2IO2Q	27861	27861	{'4TshyQDihSYXSWqvclXl3I': 'Parmalee'}	54	12	album	https://i.scdn.co/image/7601a359d0c8f2100430d98794dfd9bb4b5c9b76
07nqs2VsHDslrmhlMsCjke	I Got Out	I Got Out	{'6jfghB5jl6RMXoiXqldVhz': 'Bryan Popin'}	37	10	album	https://i.scdn.co/image/0a4f580f659685b2b43ddd25bd5d954d0293a1bb
2BYNLtXs83aY5C0Vl2UVGU	Ignite My Insanity	Ignite My Insanity	{'6wHhEfmqULGHitETLW9l6s': 'Projected'}	15	21	album	https://i.scdn.co/image/c3f95b4aa0f9b1de045af577af4944aafd31a110
3XB2yloP7l00tEUmaODtVi	The Hunting Party	The Hunting Party	{'6XyY86QOPPrYVGvF9ch6wz': 'Linkin Park'}	67	12	album	https://i.scdn.co/image/0fd0e5c52b212771f6f882f75880757cfa2e57a1
5gQtvMHA7yqdzKXrHpe63C	Tremaine The Album	Tremaine The Album	{'2iojnBLj0qIMiKPvVhLnsH': 'Trey Songz'}	68	15	album	https://i.scdn.co/image/bfe189c3573661abaf7843d24a61dca139ff69f2
7uMQ1YhXvXNW93bHWGikKF	Steve Aoki Presents Kolony	Steve Aoki Presents Kolony	{'77AiFEVeAVj2ORpC85QVJs': 'Steve Aoki'}	56	10	album	https://i.scdn.co/image/099a7c6af1cf77b83091d953cc0025abd224f799
42YmulIH1BikBWdnqelvnb	The Devil Don't Sleep	The Devil Dont Sleep	{'5q8HGNo0BjLWaTAhRtbwxa': 'Brantley Gilbert'}	66	16	album	https://i.scdn.co/image/bd9f747d0ecf4d6ab286fafe8e3ab99fbf8a9592
0NvirtaDCaZU5PAW1O5FDE	Humanz (Deluxe)	Humanz	{'3AA28KZvwAUcZuOKwyblJQ': 'Gorillaz'}	72	26	album	https://i.scdn.co/image/2429251fd900113089d9cd318e8e4faf8ed1eaa3
4JmphteFDt5gNZbgraR9Dc	If I'm Honest	If I'm Honest	{'1UTPBmNbXNTittyMJrNkvw': 'Blake Shelton'}	69	15	album	https://i.scdn.co/image/92e7908d9957ee72f94cd170fd194b8e24d34f25
4ENxWWkPImVwAle9cpJ12I	OK Computer OKNOTOK 1997 2017	OK Computer: OKNOTOK 1997 2017	{'4Z8W4fKeB5YxbusRsdQVPb': 'Radiohead'}	65	23	album	https://i.scdn.co/image/9f858d307aa0bedbc2be9d4276ed39329d11ad92
7EAVX7J3DRvhbMiKjgtgvB	Dead Reflection	Dead Reflection	{'1Tsag5J854qxeOo2apszug': 'Silverstein'}	58	12	album	https://i.scdn.co/image/e41f8073a1688c61b8c580be940b5c0b9dd7ee78
3EFSOzgqaOQqJCMAMMn4Cl	Something To Tell You	Something To Tell You	{'4Ui2kfOqGujY81UcPrb5KE': 'HAIM'}	59	11	album	https://i.scdn.co/image/43446a8d7328ed219bd1e91df1d0812de1469c30
2P63KJNeC3DwaLpw8KHYqE	Ultralife	Ultralife	{'5cIc3SBFuBLVxJz58W2tU9': 'Oh Wonder'}	61	12	album	https://i.scdn.co/image/b79e443ae5cfb4844679eb8184d5171ce4a95dce
53pJcIJBdlm5rhVhjSnvHn	THE WAR - The 4th Album	The War: The 4th Album	{'3cjEqqelV9zb4BYE3qDQ4O': 'EXO'}	70	9	album	https://i.scdn.co/image/e20bed05bb268bf50f5be4c19ef245cc6131826c
2yUhcn7kF408KjNVuMwV2P	Sounds From The Other Side	Sounds From The Other Side	{'3tVQdUvClmAT7URs9V3rsp': 'WizKid'}	62	12	album	https://i.scdn.co/image/9dafcbe9835bd178ee590289aa52f2c83d67616b
4PERSgw7TXqpEZlIVN6zHr	Hydrograd	Hydrograd	{'49qiE8dj4JuNdpYGRPdKbF': 'Stone Sour'}	65	15	album	https://i.scdn.co/image/f9109a7b2e9e7055ac3943f9f50582603f848e8c
0gYLr4tpPpRrPg2WIS64jw	The Nashville Sound	The Nashville Sound	{'3Lg3FGwBxOGuefqekQzRUf': 'Jason Isbell and the 400 Unit'}	65	10	album	https://i.scdn.co/image/271ea24f0a40919893b55543a014bdcc15c732f8
4mmft2wAJkNizMaksPWI8m	Revelations the Red EP	Revelations The Red (EP)	{'1prBkGnTNcd5Z01DXSJaEo': 'William Control'}	9	4	single	https://i.scdn.co/image/6e93546488595d74ab53aa9c3e77eac9ffc8aa3b
0NBTBo1qrg554sAj79nEqD	Mura Masa	Mura Masa	{'5Q81rlcTFh3k6DQJXPdsot': 'Mura Masa'}	71	13	album	https://i.scdn.co/image/924b20a9540e7a1f8fea7933da9a7ef15ea188e6
2gKQvajkEEaDtkqJ8FJ4uw	Fetty Wap (Deluxe)	Fetty Wap	{'6PXS4YHDkKvl1wkIl4V8DL': 'Fetty Wap'}	74	20	album	https://i.scdn.co/image/a67ffa99f1b530d868f381c2fbcd3989f89a04f5
0nRgsLe1she16l3pclpyy7	The Lumineers (Deluxe Edition)	The Lumineers	{'16oZKvXb6WkQlVAjwo2Wbg': 'The Lumineers'}	72	16	album	https://i.scdn.co/image/08db72a88a43d1506c99be7b47d8a5d786bea72c
2dBgWXp41imu2zBNv9oFxZ	Fénix	Fenix	{'1SupJlEpv7RS2tPNRaHViT': 'Nicky Jam'}	80	26	album	https://i.scdn.co/image/7306577e182cabedfab078922068638154f8b150
3rnhvfgbXmDAcESeGp69Tx	Girl Disrupted	Girl Disrupted	{'6If57j6e3TXXk0HiLcIZca': 'Sevyn Streeter'}	62	13	album	https://i.scdn.co/image/0adf5922224cb5abc20f45406a7098b003854653
6AeLefgmkFQx7Dkx0j8CNr	Hug of Thunder	Hug Of Thunder	{'7lOJ7WXyopaxri0dbOiZkd': 'Broken Social Scene'}	21	12	album	https://i.scdn.co/image/c0b582366a906afee19102f35540a2bdabf26cce
4vPh8umToRgRbEPYOKTxe2	Boo Boo	Boo Boo	{'6O4EGCCb6DoIiR6B1QCQgp': 'Toro y Moi'}	38	13	album	https://i.scdn.co/image/e29981e0c6a124f9cacae4f3c00330b390bf673b
5h3WJG0aZjNOrayFu3MhCS	Big Fish Theory	Big Fish Theory	{'68kEuyFKyqrdQQLLsmiatm': 'Vince Staples'}	67	12	album	https://i.scdn.co/image/4d6833bd165cf1fd1d46e46330152eb798701d6d
3laxbGfJlWs8UyfSr3HluY	The Legend of Johnny Cash	The Legend Of Johnny Cash	{'5ogsIlyTKIdux3uC3Lwncd': 'Herthey Hill'}	0	14	album	https://i.scdn.co/image/f7175fc194aef8b7e31b2dc60fdf6daa33074f2e
08XXyTmAv1vNghZS4p0ng2	Rather You Than Me	Rather You Than Me	{'1sBkRIssrMs1AbVkOJbc7a': 'Rick Ross'}	65	14	album	https://i.scdn.co/image/85b513cd861df2503a20bd9e315b871361e6b0e3
3OkqAak6KhIQExElXif7UW	Summer Forever	Summer Forever	{'1By9QBFnjZAoI83BZppHlt': 'Billy Currington'}	72	12	album	https://i.scdn.co/image/98de8595c5db0c1f49a445c554c109c91dcb94c1
2e8nzTZ0HtK94IifOWgN7o	The Human Condition	The Human Condition	{'50JJSqHUf2RQ9xsHs0KMHg': 'Jon Bellion'}	71	14	album	https://i.scdn.co/image/12bfa4e077fdb6307e3ab81a1456158acf93f5dc
4B4in9QlrlYWSHlYSRebdC	SweetSexySavage (Deluxe)	SweetSexySavage	{'0cGUm45nv7Z6M6qdXYQGTX': 'Kehlani'}	72	19	album	https://i.scdn.co/image/990f7ee5c06a8d53c89fbf01a8237fd82a5d7580
0HiwsXForePsWdIZW6EEkK	LANY	LANY	{'49tQo2QULno7gxHutgccqF': 'LANY'}	77	16	album	https://i.scdn.co/image/5cc67f58a74672e1471417d8d82a9b1c8a26b7e4
1CvjjpvqVMoyprsf74bpYW	Fanmail	TLC	{'0TImkz4nPqjegtVSMZnMRq': 'TLC'}	75	17	album	https://i.scdn.co/image/6f40efc2121d6b24b51be576033c31a4b8c21422
757AemvYYoWCfp729Xp9eG	The Storm	The Storm	{'7aJSIsbI5wV8aFi2kkFfPi': 'ZZ Ward'}	50	11	album	https://i.scdn.co/image/745c46aa79c174f60496594f592790ea67b68258
5Jzr6qcJ5rACnReT9wU43U	Versus World Tour (En Vivo Desde Arena Ciudad De México)	Versus	{'1Db5GsIoVWYktPoD2nnPZZ': 'Gloria Trevi', '7Hf9AwMO37bSdxHb0FBGmO': 'Alejandra Guzman'}	56	34	album	https://i.scdn.co/image/51cec40692e34e713ccdc422a5f330c51001aaeb
